Title,City,State,Group,Ideology,Headquarters,Statewide,Year,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Faith and Heritage",Killeen,Texas,,"White Nationalist",Yes,,2018,31.085833,-97.357099,1,place,,,Killeen,TX,"Bell County",76540,US,"TIGER/Line® dataset from the US Census Bureau"
"Fitzgerald Griffin Foundation, The",Vienna,Virginia,,"White Nationalist",Yes,,2018,38.897361,-77.253749,1,place,,,Vienna,VA,"Fairfax County",22180,US,"TIGER/Line® dataset from the US Census Bureau"
"Forza Nuova",Trenton,"New Jersey",,"White Nationalist",Yes,,2018,40.280531,-74.712018,1,place,,,Trenton,NJ,"Mercer County",08601,US,"TIGER/Line® dataset from the US Census Bureau"
"Foundation for the Marketplace of Ideas","Clinton Township",Michigan,,"White Nationalist",Yes,,2018,42.551185,-82.91672,1,place,,,"Clinton Township",MI,"Macomb County",48035,US,"TIGER/Line® dataset from the US Census Bureau"
"Free American","Big Spring",Texas,,"White Nationalist",Yes,,2018,32.278703,-101.457761,1,place,,,"Big Spring",TX,"Howard County",79720,US,"TIGER/Line® dataset from the US Census Bureau"
FreeStartr,"Carson City",Nevada,,"White Nationalist",Yes,,2018,39.154485,-119.73074,1,place,,,"Carson City",NV,"Carson City",89701,US,"TIGER/Line® dataset from the US Census Bureau"
"H.L. Mencken Club",Elizabethtown,Pennsylvania,,"White Nationalist",Yes,,2018,40.150963,-76.61028,1,place,,,Elizabethtown,PA,"Lancaster County",17022,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Arizona,"Identity Evropa","White Nationalist",,Yes,2018,34.203936,-111.606357,1,state,,,,AZ,,,US,"US Census Bureau"
"Identity Evropa",,Arkansas,"Identity Evropa","White Nationalist",,Yes,2018,34.895526,-92.444626,1,state,,,,AR,,,US,"US Census Bureau"
"Identity Evropa",Redding,California,"Identity Evropa","White Nationalist",,,2018,40.600342,-122.455016,1,place,,,Redding,CA,"Shasta County",96001,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa","San Francisco",California,"Identity Evropa","White Nationalist",,,2018,37.776646,-122.417481,1,place,,,"San Francisco",CA,"San Francisco County",94101,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa","San Diego",California,"Identity Evropa","White Nationalist",,,2018,32.724103,-117.170912,1,place,,,"San Diego",CA,"San Diego County",92101,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Denver,Colorado,"Identity Evropa","White Nationalist",,,2018,39.760189,-104.996553,1,place,,,Denver,CO,"Denver County",80202,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa","Colorado Springs",Colorado,"Identity Evropa","White Nationalist",,,2018,38.861469,-104.857828,1,place,,,"Colorado Springs",CO,"El Paso County",80901,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Boulder,Colorado,"Identity Evropa","White Nationalist",,,2018,40.049468,-105.201421,1,place,,,Boulder,CO,"Boulder County",80301,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Connecticut,"Identity Evropa","White Nationalist",,Yes,2018,41.579778,-72.746667,1,state,,,,CT,,,US,"US Census Bureau"
"Identity Evropa",Washington,"District of Columbia","Identity Evropa","White Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Gainesville,Florida,"Identity Evropa","White Nationalist",,,2018,29.648993,-82.324515,1,place,,,Gainesville,FL,"Alachua County",32601,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Lakeland,Florida,"Identity Evropa","White Nationalist",,,2018,28.035908,-81.899669,1,place,,,Lakeland,FL,"Polk County",33801,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Savannah,Georgia,"Identity Evropa","White Nationalist",,,2018,32.074679,-81.088261,1,place,,,Savannah,GA,"Chatham County",31401,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Atlanta,Georgia,"Identity Evropa","White Nationalist",,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Chicago,Illinois,"Identity Evropa","White Nationalist",,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Indianapolis,Indiana,"Identity Evropa","White Nationalist",,,2018,39.775092,-86.13216,1,place,,,Indianapolis,IN,"Marion County",46201,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Kansas,"Identity Evropa","White Nationalist",,Yes,2018,38.498546,-98.38343,1,state,,,,KS,,,US,"US Census Bureau"
"Identity Evropa",,Kentucky,"Identity Evropa","White Nationalist",,Yes,2018,37.533684,-85.29298,1,state,,,,KY,,,US,"US Census Bureau"
"Identity Evropa","New Orleans",Louisiana,"Identity Evropa","White Nationalist",,,2018,29.958304,-90.077,1,place,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Maryland,"Identity Evropa","White Nationalist",,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Identity Evropa",,Michigan,"Identity Evropa","White Nationalist",,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Identity Evropa",,Minnesota,"Identity Evropa","White Nationalist",,Yes,2018,46.316134,-94.19948,1,state,,,,MN,,,US,"US Census Bureau"
"Identity Evropa",Billings,Montana,"Identity Evropa","White Nationalist",,,2018,45.686966,-108.387392,1,place,,,Billings,MT,"Yellowstone County",59101,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa","Las Vegas",Nevada,"Identity Evropa","White Nationalist",,,2018,36.17372,-115.10647,1,place,,,"Las Vegas",NV,"Clark County",89101,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,"New Jersey","Identity Evropa","White Nationalist",,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Identity Evropa",,"New York","Identity Evropa","White Nationalist",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,"North Carolina","Identity Evropa","White Nationalist",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Identity Evropa",,Ohio,"Identity Evropa","White Nationalist",,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Identity Evropa",,Oklahoma,"Identity Evropa","White Nationalist",,Yes,2018,35.590051,-97.486815,1,state,,,,OK,,,US,"US Census Bureau"
"Identity Evropa",,Pennsylvania,"Identity Evropa","White Nationalist",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Identity Evropa",,Tennessee,"Identity Evropa","White Nationalist",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Identity Evropa",,Texas,"Identity Evropa","White Nationalist",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Identity Evropa","Salt Lake City",Utah,"Identity Evropa","White Nationalist",,,2018,40.756095,-111.900719,1,place,,,"Salt Lake City",UT,"Salt Lake County",84101,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Virginia,"Identity Evropa","White Nationalist",Yes,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Identity Evropa",Seattle,Washington,"Identity Evropa","White Nationalist",,,2018,47.432251,-121.803388,1,place,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",Spokane,Washington,"Identity Evropa","White Nationalist",,,2018,47.66264,-117.435997,1,place,,,Spokane,WA,"Spokane County",99201,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Evropa",,Wisconsin,"Identity Evropa","White Nationalist",,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"Identity Evropa",,Wyoming,"Identity Evropa","White Nationalist",,Yes,2018,42.991802,-107.541926,1,state,,,,WY,,,US,"US Census Bureau"
"National Policy Institute",Whitefish,Montana,,"White Nationalist",,,2018,48.41358,-114.33569,1,place,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
"National Right",Jackman,Maine,,"White Nationalist",Yes,,2018,45.62394,-70.25451,1,place,,,Jackman,ME,"Somerset County",04945,US,"TIGER/Line® dataset from the US Census Bureau"
"New Albion",Jackman,Maine,,"White Nationalist",Yes,,2018,45.62394,-70.25451,1,place,,,Jackman,ME,"Somerset County",04945,US,"TIGER/Line® dataset from the US Census Bureau"
"Northwest Front",Bremerton,Washington,,"White Nationalist",Yes,,2018,47.606478,-122.634712,1,place,,,Bremerton,WA,"Kitsap County",98310,US,"TIGER/Line® dataset from the US Census Bureau"
"Occidental Dissent",Eufaula,Alabama,,"White Nationalist",Yes,,2018,32.060643,-85.116624,1,place,,,Eufaula,AL,"Barbour County",36027,US,"TIGER/Line® dataset from the US Census Bureau"
"Occidental Observer","Laguna Hills",California,,"White Nationalist",Yes,,2018,33.595714,-117.715535,1,place,,,"Laguna Hills",CA,"Orange County",92653,US,"TIGER/Line® dataset from the US Census Bureau"
"Occidental Quarterly/Charles Martel Society",Atlanta,Georgia,"Occidental Quarterly","White Nationalist",Yes,,2018,33.844371,-84.47405,1,place,,,Atlanta,GA,"Fulton County",30301,US,"TIGER/Line® dataset from the US Census Bureau"
"Patriot Front",,California,,"White Nationalist",,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Patriot Front",,Colorado,,"White Nationalist",,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"Patriot Front",Washington,"District of Columbia",,"White Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Patriot Front",,Florida,,"White Nationalist",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Patriot Front",,Georgia,,"White Nationalist",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Patriot Front",,Illinois,,"White Nationalist",,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"Patriot Front",,Kentucky,,"White Nationalist",,Yes,2018,37.533684,-85.29298,1,state,,,,KY,,,US,"US Census Bureau"
"Patriot Front",,Maryland,,"White Nationalist",,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Patriot Front",,Massachusetts,,"White Nationalist",,Yes,2018,42.15652,-71.489592,1,state,,,,MA,,,US,"US Census Bureau"
"Patriot Front",,Michigan,,"White Nationalist",,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"Patriot Front",,"New York",,"White Nationalist",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Patriot Front",,Texas,,"White Nationalist",Yes,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Patriot Front",,Utah,,"White Nationalist",,Yes,2018,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
"Patriot Front",,Vermont,,"White Nationalist",,Yes,2018,44.060542,-72.673307,1,state,,,,VT,,,US,"US Census Bureau"
"Patriot Front",,Virginia,,"White Nationalist",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Patriot Front",,Washington,,"White Nationalist",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Patriotic Flags",Summerville,"South Carolina",,"White Nationalist",Yes,,2018,33.051384,-80.18854,1,place,,,Summerville,SC,"Dorchester County",29483,US,"TIGER/Line® dataset from the US Census Bureau"
"Pioneer Little Europe Kalispell Montana",Kalispell,Montana,,"White Nationalist",Yes,,2018,48.202765,-114.303919,1,place,,,Kalispell,MT,"Flathead County",59901,US,"TIGER/Line® dataset from the US Census Bureau"
"Political Cesspool, The",Bartlett,Tennessee,,"White Nationalist",Yes,,2018,0,0,0,,,,,,,,,
"Racial Nationalist Party of America",Lockport,"New York",,"White Nationalist",Yes,,2018,43.168463,-78.706886,1,place,,,Lockport,NY,"Niagara County",14094,US,"TIGER/Line® dataset from the US Census Bureau"
"Radix Journal",Whitefish,Montana,,"White Nationalist",Yes,,2018,48.41358,-114.33569,1,place,,,Whitefish,MT,"Flathead County",59937,US,"TIGER/Line® dataset from the US Census Bureau"
"Real Republic of Florida",Tallahassee,Florida,,"White Nationalist",Yes,,2018,30.427753,-84.258472,1,place,,,Tallahassee,FL,"Leon County",32301,US,"TIGER/Line® dataset from the US Census Bureau"
"Red Ice",Harrisonburg,Virginia,,"White Nationalist",Yes,,2018,38.422777,-78.877137,1,place,,,Harrisonburg,VA,"Harrisonburg city",22801,US,"TIGER/Line® dataset from the US Census Bureau"
"Right Brand Clothing",Anaheim,California,,"White Nationalist",Yes,,2018,33.844983,-117.952151,1,place,,,Anaheim,CA,"Orange County",92801,US,"TIGER/Line® dataset from the US Census Bureau"
"Rise Above Movement","Huntington Beach",California,,"White Nationalist",Yes,,2018,33.640302,-117.769442,1,place,,,"Huntington Beach",CA,"Orange County",92605,US,"TIGER/Line® dataset from the US Census Bureau"
"Scott-Townsend Publishers",Washington,"District of Columbia",,"White Nationalist",Yes,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Shieldwall Network","Mountain View",Arkansas,,"White Nationalist",Yes,,2018,35.820825,-92.038894,1,place,,,"Mountain View",AR,"Stone County",72560,US,"TIGER/Line® dataset from the US Census Bureau"
"Shieldwall Network",Murfreesboro,Tennessee,,"White Nationalist",,,2018,35.762951,-86.372158,1,place,,,Murfreesboro,TN,"Rutherford County",37127,US,"TIGER/Line® dataset from the US Census Bureau"
"Shieldwall Network","New Boston",Texas,,"White Nationalist",,,2018,33.45984,-94.41548,1,place,,,"New Boston",TX,"Bowie County",75570,US,"TIGER/Line® dataset from the US Census Bureau"
"Social Contract Press",Petoskey,Michigan,,"White Nationalist",Yes,,2018,45.355915,-84.913255,1,place,,,Petoskey,MI,"Emmet County",49770,US,"TIGER/Line® dataset from the US Census Bureau"
Stormfront,"West Palm Beach",Florida,Stormfront,"White Nationalist",Yes,,2018,26.715844,-80.070249,1,place,,,"West Palm Beach",FL,"Palm Beach County",33401,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Alabama,,"White Nationalist",,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"The Right Stuff",,Arizona,,"White Nationalist",,Yes,2018,34.203936,-111.606357,1,state,,,,AZ,,,US,"US Census Bureau"
"The Right Stuff","Los Angeles",California,,"White Nationalist",,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","San Francisco",California,,"White Nationalist",,,2018,37.776646,-122.417481,1,place,,,"San Francisco",CA,"San Francisco County",94101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Colorado,,"White Nationalist",,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"The Right Stuff",Washington,"District of Columbia",,"White Nationalist",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Florida,,"White Nationalist",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"The Right Stuff",,Hawaii,,"White Nationalist",,Yes,2018,19.828171,-155.49504,1,state,,,,HI,,,US,"US Census Bureau"
"The Right Stuff",Chicago,Illinois,,"White Nationalist",,,2018,41.88531,-87.62213,1,place,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Indiana,,"White Nationalist",,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"The Right Stuff",,Louisiana,,"White Nationalist",,Yes,2018,30.863437,-91.798717,1,state,,,,LA,,,US,"US Census Bureau"
"The Right Stuff",Baltimore,Maryland,,"White Nationalist",,,2018,39.296536,-76.623489,1,place,,,Baltimore,MD,"Baltimore city",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Boston,Massachusetts,,"White Nationalist",,,2018,42.370567,-71.026964,1,place,,,Boston,MA,"Suffolk County",02101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Michigan,,"White Nationalist",,Yes,2018,44.844176,-85.660493,1,state,,,,MI,,,US,"US Census Bureau"
"The Right Stuff",,Minnesota,,"White Nationalist",,Yes,2018,46.316134,-94.19948,1,state,,,,MN,,,US,"US Census Bureau"
"The Right Stuff","St. Louis",Missouri,,"White Nationalist",,,2018,38.631501,-90.19231,1,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","Kansas City",Missouri,,"White Nationalist",,,2018,39.102404,-94.598583,1,place,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","Las Vegas",Nevada,,"White Nationalist",,,2018,36.17372,-115.10647,1,place,,,"Las Vegas",NV,"Clark County",89101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","Hopewell Junction","New York",,"White Nationalist",Yes,,2018,41.58436,-73.80236,1,place,,,"Hopewell Junction",NY,"Dutchess County",12533,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","New York","New York",,"White Nationalist",,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,"North Carolina",,"White Nationalist",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"The Right Stuff",Cleveland,Ohio,,"White Nationalist",,,2018,41.489381,-81.667486,1,place,,,Cleveland,OH,"Cuyahoga County",44101,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Columbus,Ohio,,"White Nationalist",,,2018,40.100924,-83.013402,1,place,,,Columbus,OH,"Franklin County",43085,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Philadelphia,Pennsylvania,,"White Nationalist",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Pittsburgh,Pennsylvania,,"White Nationalist",,,2018,40.47441,-79.950968,1,place,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,"South Carolina",,"White Nationalist",,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"The Right Stuff",Memphis,Tennessee,,"White Nationalist",,,2018,35.169255,-89.990415,1,place,,,Memphis,TN,"Shelby County",37501,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Dallas,Texas,,"White Nationalist",,,2018,32.781179,-96.790329,1,place,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff","San Antonio",Texas,,"White Nationalist",,,2018,29.468413,-98.528889,1,place,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Austin,Texas,,"White Nationalist",,,2018,30.326374,-97.771258,1,place,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",Houston,Texas,,"White Nationalist",,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"The Right Stuff",,Utah,,"White Nationalist",,Yes,2018,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
"The Right Stuff",,Virginia,,"White Nationalist",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"The Right Stuff",,Wisconsin,,"White Nationalist",,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"True Cascadia",Portland,Oregon,,"White Nationalist",Yes,,2018,45.507856,-122.690794,1,place,,,Portland,OR,"Multnomah County",97201,US,"TIGER/Line® dataset from the US Census Bureau"
"Tyr 1 Security",Alexandria,Virginia,,"White Nationalist",Yes,,2018,38.819853,-77.059645,1,place,,,Alexandria,VA,"Alexandria city",22301,US,"TIGER/Line® dataset from the US Census Bureau"
"Unity and Security for America",Charlottesville,Virginia,,"White Nationalist",Yes,,2018,38.026588,-78.48045,1,place,,,Charlottesville,VA,"Charlottesville city",22902,US,"TIGER/Line® dataset from the US Census Bureau"
"Vandal Brothers, LLC",Bath,Ohio,,"White Nationalist",Yes,,2018,41.128705,-81.53999,1,place,,,Bath,OH,"Summit County",44210,US,"TIGER/Line® dataset from the US Census Bureau"
"VDARE Foundation",Warrenton,Virginia,VDARE,"White Nationalist",Yes,,2018,38.689832,-77.836115,1,place,,,Warrenton,VA,"Fauquier County",20186,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington Summit Publishers",Alexandria,Virginia,,"White Nationalist",Yes,,2018,38.819853,-77.059645,1,place,,,Alexandria,VA,"Alexandria city",22301,US,"TIGER/Line® dataset from the US Census Bureau"
WeSearchr,,California,WeSearchr,"White Nationalist",Yes,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Western Outlands Supply Company",Mesa,Arizona,,"White Nationalist",Yes,,2018,33.440695,-111.856967,1,place,,,Mesa,AZ,"Maricopa County",85201,US,"TIGER/Line® dataset from the US Census Bureau"
"White Boy Society",,Illinois,,"White Nationalist",Yes,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"White Boy Society",,Wisconsin,,"White Nationalist",,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"White Rabbit Radio","Dearborn Heights",Michigan,,"White Nationalist",Yes,,2018,42.277334,-83.264832,1,place,,,"Dearborn Heights",MI,"Wayne County",48125,US,"TIGER/Line® dataset from the US Census Bureau"
